ToolID	type	stackSize	price	EN	FR	DE	ES	BR	CN	JP	RU
chairComfy	placeable	100	5	Comfy Chair{desc}Comfy, not Cozy. 	Fauteuil confortable{desc}On s'endormirait presque dedans.	Bequemer Stuhl{desc}Bequem, nicht gemütlich.	Sillón cómodo{desc}Cómodo, pero poco acogedor.	Cadeira Confortável{desc}Confortável, não aconchegante.	舒服椅子{desc}这把椅子叫“舒服”，不叫“舒适”。	くつろぎのソファ{desc}広くて快適。	Удобный стул{desc}Удобный, но не уютный.
garbageCan	placeable	100	5	Garbage Can{desc}Goodbye, trash! 	Poubelle{desc}Les déchets ne sont plus que de l'histoire ancienne.	Mülleimer{desc}Auf Wiedersehen, Müll!	Cubo de la basura{desc}¡Adiós basura!	Lixeira{desc}Tchauzinho, lixo!	垃圾箱{desc}垃圾拜拜！	ゴミ箱{desc}バイバイ、ゴミくん！	Урна{desc}Прощай, мусор!
fireplaceNautical	placeable	100	50	Nautical Fireplace{desc}Yarrr, fire. 	Cheminée nautique{desc}Ohé, du bateau !	Seemannskamin{desc}Harrr, Feuer.	Chimenea náutica{desc}Arrr, fuego.	Lareira Náutica{desc}Arrr, fogo.	船用壁炉{desc}唷，生火啦。	船の暖炉{desc}ヨーソロー！	Морской камин{desc}Арр, огонь!
wireRack	placeable	100	25	Wire Rack{desc}It's neat! 	Grille métallique{desc}Chaque chose à sa place.	Metallregal{desc}Schön ordentlich!	Estantería de metal{desc}¡Qué ordenada!	Gôndola{desc}Muito organizada!	线架{desc}井井有条！	ワイヤラック{desc}かっこいい！	Железная полка{desc}Прочно и практично.
tallDrawers	placeable	100	10	Tall Drawers{desc}So tall... 	Colonne à tiroirs{desc}Elle est tellement grande...	Hohe Schubkästen{desc}So hoch ...	Cajones altos{desc}Qué altos...	Cômoda Alta{desc}Bem alta...	高抽屉{desc}真高啊……	高さのあるタンス{desc}すごく高い…	Высокий комод{desc}Такой высокий...
stepLadder	placeable	100	5	Stepladder{desc}Not a real ladder. 	Escabeau{desc}Il est beau, mon escabeau.	Stehleiter{desc}Keine echte Leiter.	Escalera de mano{desc}No es una escalera de verdad.	Escada Portátil{desc}O tipo mais sem graça de escada.	折梯{desc}不是真的梯子。	脚立{desc}本物のはしごではない。	Стремянка{desc}Не совсем лестница.
tableGarden	placeable	100	10	Garden Table{desc}Al fresco. 	Table de jardin{desc}Pour profiter des extérieurs.	Gartentisch{desc}Al fresco.	Mesa de jardín{desc}Para estar al fresco.	Mesa de Jardim{desc}Ao ar livre.	花园台{desc}去外面耍耍。	ガーデンテーブル{desc}野外パーティー。	Садовый стол{desc}На свежем воздухе.
deskBell	placeable	100	5	Desk Bell{desc}Ding! Ding! Can be placed on tables.	Sonnette de comptoir{desc}Ding-dong ! Peut être placée sur une table.	Schreibtischglocke{desc}Ding! Ding! Kann auf Tische gestellt werden.	Timbre de escritorio{desc}¡Rin, rin! Se puede poner encima de una mesa.	Sino de Mesa{desc}Blem! Blem! Pode ser colocado em mesas.	桌上铃铛{desc}叮！叮！可放置在桌上。	デスクベル{desc}チーン！ チーン！ テーブルの上に設置可能。	Настольный звонок{desc}Дзынь! Дзынь! Можно ставить на стол.
crystal	placeable	100	5	Crystal{desc}It's fake. 	Cristal{desc}C'est du toc.	Kristall{desc}Der ist nicht echt.	Cristal{desc}Es falso.	Cristal{desc}É de mentira.	水晶{desc}假的。	水晶{desc}にせもの。	Кристалл{desc}Это подделка.
cupEmpty	placeable	100	5	Empty Cup{desc}For pessimists. Can be placed on the floor or on tables.	Verre vide{desc}Pour les pessimistes. Peut être placé par terre ou sur une table.	Leere Tasse{desc}Für Pessimisten. Kann auf dem Boden oder auf Tischen platziert werden.	Vaso vacío{desc}Para pesimistas. Se puede colocar en el suelo o encima de una mesa.	Copo Vazio{desc}Para pessimistas. Pode ser colocado no chão ou nas mesas.	空杯{desc}供悲观主义者使用。可放置在地上或桌上。	からっぽのカップ{desc}悲観主義者向け。床かテーブルの上に設置可能。	Пустая чашка{desc}Для пессимистов. Можно поставить на пол или на стол.
cupFull	placeable	100	5	Full Cup{desc}For optimists. 	Verre plein{desc}Pour les optimistes.	Volle Tasse{desc}Für Optimisten.	Vaso lleno{desc}Para optimistas.	Copo Cheio{desc}Para otimistas.	满杯{desc}供乐观主义者使用。	いっぱいのカップ{desc}楽天家向け。	Полная чашка{desc}Для оптимистов.
bottlePink	placeable	100	5	Pink Bottle{desc}Adorable liquid. 	Bouteille rose{desc}Joli récipient.	Rosa Flasche{desc}Interessanter Inhalt.	Botella rosa{desc}Líquido adorable.	Garrafa Cor-de-Rosa{desc}Líquido lindinho.	粉瓶子{desc}可爱液体。	ピンクのビン{desc}かわいらしい液体。	Розовая бутылка{desc}Очаровательная жидкость.
plateDirty	placeable	100	5	Dirty Plate{desc}Food circle. Can be placed on tables.	Assiette sale{desc}Disque à nourriture. Peut être placée sur une table.	Dreckiger Teller{desc}Kann auf Tischen platziert werden.	Plato sucio{desc}Recipiente redondo para comer. Se puede poner encima de una mesa.	Prato Sujo{desc}Círculo alimentar. Pode ser colocado nas mesas.	脏盘子{desc}食物循环。可放置在桌上。	汚いお皿{desc}食事をするとこうなる。テーブルに設置可能。	Грязная тарелка{desc}Бывшая трапеза. Можно поставить на стол.
plateStack	placeable	100	5	Plate Stack{desc}Do not eat. Can be placed on tables.	Pile d'assiettes{desc}Ne pas manger. Peut être placée sur une table.	Tellerstapel{desc}Nicht essen. Kann auf Tischen platziert werden.	Pila de platos{desc}No se come. Se puede poner encima de una mesa.	Pilha de Pratos{desc}Não coma. Pode ser colocada nas mesas.	盘子堆{desc}不可食用。可放置在桌上。	お皿の山{desc}食べちゃダメ。テーブルに設置可能。	Стопка тарелок{desc}Несъедобно. Можно поставить на стол.
stoolDark	placeable	100	5	Dark Wood Stool{desc}Simple seating. 	Tabouret en bois foncé{desc}Un siège on ne peut plus simple.	Dunkler Holzstuhl{desc}Einfache Sitzgelegenheit.	Taburete de madera oscura{desc}Asiento sencillo.	Banquinho de Madeira Escura{desc}Assento simples.	深木凳{desc}简易座位。	ダークウッドのスツール{desc}シンプルなイス。	Табурет из тёмного дерева{desc}Аскетичное сиденье.
stoolLight	placeable	100	5	Light Wood Stool{desc}Simple seating. 	Tabouret en bois clair{desc}Un siège on ne peut plus simple.	Heller Holzstuhl{desc}Einfache Sitzgelegenheit.	Taburete de madera clara{desc}Asiento sencillo.	Banquinho de Madeira Clara{desc}Assento simples.	浅木凳{desc}简易座位。	ライトウッドのスツール{desc}シンプルなイス。	Табурет из светлого дерева{desc}Аскетичное сиденье.
stoolBlue	placeable	100	5	Blue Stool{desc}Simple seating. 	Tabouret bleu{desc}Un siège on ne peut plus simple.	Blauer Stuhl{desc}Einfache Sitzgelegenheit.	Taburete azul{desc}Asiento sencillo.	Banquinho Azul{desc}Assento simples.	蓝色凳{desc}简易座位。	青色のスツール{desc}シンプルなイス。	Синий табурет{desc}Синее сиденье.
mailPile	placeable	100	5	Mail Pile{desc}Scattered letters. 	Tas de courrier{desc}Des lettres diverses et variées.	Poststapel{desc}Überall Briefe.	Pila de correo{desc}Cartas desperdigadas.	Correspondência Amontoada{desc}Cartas aleatórias.	邮件堆{desc}散落的信件。	手紙の山{desc}散らばった手紙。	Куча писем{desc}Разбросанные письма.
orrery	placeable	100	5	Orrery{desc}Ooooh, planets! 	Planétaire{desc}Oooh, des planètes !	Planetarium{desc}Ooooh, Planeten!	Planetario{desc}¡Halaaa, planetas!	Miniplanetário{desc}Ooooh, planetas!	天体仪{desc}哇哦，行星！	太陽系儀{desc}おおお、惑星！	Оррери{desc}Ооо, планеты!
moonstoneChunk	placeable	100	5	Crystal Chunk{desc}Is it real? 	Morceau de cristal{desc}Est-il authentique ?	Kristallbrocken{desc}Ist der echt?	Trozo de cristal{desc}¿Es real?	Pedaço de Cristal{desc}É de verdade?	水晶块{desc}是真的吗？	水晶のカタマリ{desc}これってホンモノ？	Кусок кристалла{desc}Он настоящий?
paintGreen	placeable	100	5	Green Paint Bucket{desc}Paint grass. 	Seau de peinture verte{desc}Pour tout repeindre de la même couleur que l'herbe.	Grüner Farbeimer{desc}Grasgrün.	Cubo de pintura verde{desc}Para pintar hierba.	Balde de Tinta Verde{desc}Para pintar grama.	绿漆桶{desc}彩漆草。	緑色のペンキの缶{desc}草を描こう。	Банка зеленой краски{desc}Красить траву.
paintRed	placeable	100	5	Red Paint Bucket{desc}Paint cherries. 	Seau de peinture rouge{desc}Pour tout repeindre de la même couleur que les cerises.	Roter Farbeimer{desc}Kirschrot.	Cubo de pintura roja{desc}Para pintar cerezas.	Balde de Tinta Vermelho{desc}Para pintar cerejas.	红漆桶{desc}彩漆樱桃。	赤色のペンキの缶{desc}サクランボを描こう。	Банка красной краски{desc}Красить вишню.
moonStars	placeable	100	5	Moon and Stars{desc}Cute celestials. Can be placed on the wall.	Lune et étoiles{desc}Astres décoratifs. Peuvent être placés sur un mur.	Mond und Sterne{desc}Schöne Himmelskörper. Für die Wand.	Luna y estrellas{desc}Unos cuerpos celestes muy chulis. Se pueden poner en la pared.	Lua e Estrelas{desc}Celestiais fofinhos. Podem ser colocadas na parede.	月亮和星星{desc}可爱天体。可放置在墙上。	月と星{desc}かわいい天体。壁に設置可能。	Луна и звёзды{desc}Милые небесные тела. Можно повесить на стену.
											
anchor	placeable	100	10	Anchor{desc}Boat-stopper. 	Ancre{desc}Le frein à main des bateaux.	Anker{desc}Bootstopper.	Ancla{desc}Freno para barcos.	Âncora{desc}Paradora de barco.	锚{desc}停船专用。	いかり{desc}船を留めるもの。	Якорь{desc}Стоп-кран для лодки.
barrel	placeable	100	5	Barrel{desc}For crackers. 	Tonneau{desc}Est-il plein ou vide ?	Fass{desc}Was da wohl drin ist?	Barril{desc}Para las galletas.	Barril{desc}Para bisc... bolachas?	桶{desc}放饼干的。	たる{desc}とっても普通。	Бочка{desc}Для мёда.
boards	placeable	100	5	Boards{desc}All a board. 	Pile de planches{desc}Il n'y a pas de pain dessus.	Bretter{desc}Ordnung muss sein.	Tablas{desc}¿Tenemos un empate?	Compensado{desc}Compensa.	板子{desc}一板搞定。	台{desc}ダイ事に使おう。	Дощечки{desc}Будущие доски.
bookMountain	placeable	100	5	Book Pile{desc}Messy reader. 	Tas de livres{desc}Le rangement, c'est fatigant.	Bücherstapel{desc}Allesleser.	Pila de libros{desc}Lecturas caóticas.	Livros Amontoados{desc}Leitore Bangunceire.	书堆{desc}不爱收拾的读者。	山積みの本{desc}片づけられない読者。	Куча книг{desc}Беспорядочный читатель.
bootsYellow	placeable	100	5	Yellow Boots{desc}Ducky-coloured. 	Bottes jaunes{desc}Couleur poussin.	Gelbe Stiefel{desc}Entenfarbig.	Botas amarillas{desc}Amarillas como un pollito.	Botas Amarelas{desc}Cor de pato.	黄色靴子{desc}俏丽上色。	黄色のブーツ{desc}アヒルちゃんの色。	Жёлтые ботинки{desc}Утиного цвета.
bottleGreen	placeable	100	5	Green Bottle{desc}Mysterious liquid. 	Bouteille verte{desc}Que contient-elle ?	Grüne Flasche{desc}Seltsamer Inhalt.	Botella verde{desc}Líquido misterioso.	Garrafa Verde{desc}Líquido misterioso.	绿色靴子{desc}神秘而透亮。	緑のビン{desc}謎の液体。	Зелёная бутылка{desc}Таинственная жидкость.
bottleOrange	placeable	100	5	Orange Bottle{desc}Delicious liquid. 	Bouteille orange{desc}Son contenu doit être délicieux.	Orange Flasche{desc}Köstlicher Inhalt.	Botella naranja{desc}Líquido delicioso.	Garrafa Laranja{desc}Líquido delicioso.	橙色靴子{desc}可人而透亮。	オレンジのビン{desc}おいしそうな液体。	Оранжевая бутылка{desc}Вкусная жидкость.
